IDPedido,FechaPedido,FechaEnvío,ModoEnvío,ID_cliente,NombreCliente,Segmento,CodigoPostal,Ciudad,Estado,Pais,Region,Mercado,IDProducto,Categoria,Subcategoria,NombreProducto,Ventas,Cantidad,Descuento,Beneficio,CostoEnvio,PrioridadPedido
ES-2014-BS1166545-41734,41734,41737,Urgente,BS-1166545,Brian Stugart,Consumidor,,Clamart,Isla de Francia,Francia,Europa Occidental,Europa,TEC-PH-3147,Tecnología,Teléfonos,"Apple Smart Phone, Cordless",1622.57,3,0.15,133.61,268.19,Medio
IN-2015-NL1831092-42266,42266,42266,Mismo día,NL-1831092,Nancy Lomonaco,Oficina en casa,,Christchurch,Canterbury,Nueva Zelanda,Oceanía,Asia-Pacífico,TEC-CO-3706,Tecnología,Copiadoras,"Canon Personal Copier, Laser",856.44,6,0,222.66,268.13,Crítica
CA-2014-AH10120140-41992,41992,41995,Urgente,AH-101201404,Adrian Hane,Oficina en casa,97301,Salem,Oregón,Estados Unidos,Oeste de EE. UU.,USCA,OFF-BI-6345,Material de oficina,Archivadores,Vinyl Sectional Post Binders,45.24,4,0.7,-30.16,7.16,Medio
IT-2015-CA1196548-42195,42195,42199,Segunda clase,CA-1196548,Carol Adams,Empresarial,,Garbsen,Baja Sajonia,Alemania,Europa Occidental,Europa,FUR-BO-5942,Mobiliario,Librerías,"Sauder 3-Shelf Cabinet, Pine",1361.04,9,0.1,196.53,268.04,Alto
IN-2015-QJ1925527-42283,42283,42289,Clase estándar,QJ-1925527,Quincy Jones,Empresarial,,Jixi,Heilongjiang,China,Asia Oriental,Asia-Pacífico,TEC-CO-3709,Tecnología,Copiadoras,"Canon Wireless Fax, High-Speed",3391.74,9,0,271.08,267.93,Medio
MX-2014-RE1945036-41791,41791,41797,Clase estándar,RE-1945036,Richard Eichhorn,Consumidor,,Santo Domingo,Santo Domingo,República Dominicana,Caribe,LATAM,TEC-PH-5841,Tecnología,Teléfonos,"Samsung Smart Phone, VoIP",2375.3,7,0.2,-207.84,267.784,Bajo
SF-2013-CP2085117-41506,41506,41508,Urgente,CP-2085117,Cathy Prescott,Empresarial,,Potchefstroom,Noroeste,Sudáfrica,África Meridional,África,FUR-BO-5972,Mobiliario,Librerías,"Sauder Stackable Bookrack, Pine",889.02,6,0,320.04,267.64,Crítica
RS-2012-JK5730108-41150,41150,41150,Mismo día,JK-5730108,Joe Kamberova,Consumidor,,Vladímir,Vladímir,Rusia,Europa Oriental,Europa,FUR-TA-3759,Mobiliario,Mesas,"Chromcraft Computer Table, Adjustable Height",1782.48,4,0,873.36,266.4,Alto
ES-2013-HZ1495045-41612,41612,41613,Urgente,HZ-1495045,Henia Zydlo,Consumidor,,Bordeaux,Aquitania-Lemosín-Poitou-Charentes,Francia,Europa Occidental,Europa,TEC-CO-4568,Tecnología,Copiadoras,"Hewlett Copy Machine, Color",667.77,3,0.15,274.92,266.02,Crítica
ID-2015-AR105707-42290,42290,42295,Clase estándar,AR-105707,Anemone Ratner,Consumidor,,Perth,Australia Occidental,Australia,Oceanía,Asia-Pacífico,TEC-CO-4791,Tecnología,Copiadoras,"HP Wireless Fax, High-Speed",1612.85,5,0.1,394.25,266,Alto
IT-2014-EH14005120-41992,41992,41994,Segunda clase,EH-14005120,Erica Hernandez,Oficina en casa,,Burgos,Castilla y León,España,Europa Meridional,Europa,OFF-ST-6248,Material de oficina,Almacenamiento,"Tenex File Cart, Single Width",845.21,7,0.1,-9.49,265.85,Crítica
IN-2013-JR1570058-41441,41441,41447,Clase estándar,JR-1570058,Jocasta Rupert,Consumidor,,Kollam,Kerala,India,Asia Meridional,Asia-Pacífico,OFF-AP-4958,Material de oficina,Artefactos,"KitchenAid Microwave, Silver",2799.63,9,0,391.77,265.46,Medio
IN-2014-PL1892588-41871,41871,41871,Mismo día,PL-1892588,Paul Lucas,Oficina en casa,,Rangún,Rangún,Myanmar (Birmania),Asia Sudoriental,Asia-Pacífico,OFF-AP-4958,Material de oficina,Artefactos,"KitchenAid Microwave, Silver",1549.13,6,0.17,-56.11,265.14,Crítica
MX-2013-TC2114582-41446,41446,41450,Clase estándar,TC-2114582,Theresa Coyne,Empresarial,,Mexico City,Distrito Federal,México,Centroamérica,LATAM,TEC-PH-5842,Tecnología,Teléfonos,"Samsung Smart Phone, with Caller ID",1696.4,4,0,67.84,264.888,Alto
MX-2013-DG1330082-41417,41417,41419,Urgente,DG-1330082,Deirdre Greer,Empresarial,,Mexico City,Distrito Federal,México,Centroamérica,LATAM,OFF-AP-4500,Material de oficina,Artefactos,"Hamilton Beach Microwave, White",935.5,5,0,168.3,264.428,Medio
ES-2014-LW1699045-41759,41759,41762,Urgente,LW-1699045,Lindsay Williams,Empresarial,,Bondy,Isla de Francia,Francia,Europa Occidental,Europa,TEC-MA-5016,Tecnología,Máquinas,"Konica Printer, White",2036.81,9,0.15,359.3,263.82,Medio
ES-2013-Dl1360045-41440,41440,41440,Mismo día,Dl-1360045,Dorris liebe,Empresarial,,Mont-de-Marsan,Aquitania-Lemosín-Poitou-Charentes,Francia,Europa Occidental,Europa,TEC-AC-5135,Tecnología,Accesorios,"Logitech Router, Erganomic",980.52,4,0,176.4,263.71,Alto
CA-2014-AH10120140-41992,41992,41995,Urgente,AH-101201404,Adrian Hane,Oficina en casa,97301,Salem,Oregón,Estados Unidos,Oeste de EE. UU.,USCA,OFF-AR-5289,Material de oficina,Arte,Newell 312,18.69,4,0.2,2.34,4.12,Medio
ES-2014-SC2009545-41991,41991,41995,Clase estándar,SC-2009545,Sanjit Chand,Consumidor,,Lyon,Auvernia-Ródano-Alpes,Francia,Europa Occidental,Europa,TEC-CO-4767,Tecnología,Copiadoras,"HP Copy Machine, Laser",1654.64,8,0.15,681.2,263.47,Alto
ID-2015-EB1393059-42206,42206,42210,Clase estándar,EB-1393059,Eric Barreto,Consumidor,,Depok,Java Occidental,Indonesia,Asia Sudoriental,Asia-Pacífico,FUR-CH-4530,Mobiliario,Sillas,"Harbour Creations Executive Leather Armchair, Adjustable",2063.77,6,0.27,141.19,263.01,Alto
MO-2014-GP474086-41678,41678,41679,Urgente,GP-474086,Guy Phonely,Empresarial,,Casablanca,Gran Casablanca,Marruecos,África Septentrional,África,TEC-PH-3786,Tecnología,Teléfonos,"Cisco Audio Dock, VoIP",1457.28,8,0,568.32,262.66,Crítica
IN-2012-SB2017027-41208,41208,41210,Segunda clase,SB-2017027,Sarah Bern,Consumidor,,Huaibei,Anhui,China,Asia Oriental,Asia-Pacífico,TEC-CO-4765,Tecnología,Copiadoras,"HP Copy Machine, Color",1693.23,7,0,829.5,262.52,Medio
CA-2014-AH10120140-41992,41992,41995,Urgente,AH-101201404,Adrian Hane,Oficina en casa,97301,Salem,Oregón,Estados Unidos,Oeste de EE. UU.,USCA,TEC-PH-5163,Tecnología,Teléfonos,Macally Suction Cup Mount,28.68,3,0.2,-7.17,3.1,Medio
MX-2014-SM2000518-41696,41696,41699,Urgente,SM-2000518,Sally Matthias,Consumidor,,Santo André,São Paulo,Brasil,Sudamérica,LATAM,FUR-TA-3761,Mobiliario,Mesas,"Chromcraft Computer Table, Rectangular",1411.2,6,0.2,405.72,262.111,Medio
IT-2012-JR1567048-41238,41238,41242,Clase estándar,JR-1567048,Jim Radford,Consumidor,,Menden,Renania del Norte-Westfalia,Alemania,Europa Occidental,Europa,OFF-AP-4745,Material de oficina,Artefactos,"Hoover Stove, White",2039.8,4,0.1,-113.36,262.11,Alto
IN-2013-CM1216027-41506,41506,41510,Clase estándar,CM-1216027,Charles McCrossin,Consumidor,,Pekín,Pekín,China,Asia Oriental,Asia-Pacífico,TEC-PH-3148,Tecnología,Teléfonos,"Apple Smart Phone, Full Size",5737.5,9,0,630.99,261.87,Medio
IN-2013-DL129257-41418,41418,41422,Clase estándar,DL-129257,Daniel Lacy,Consumidor,,Wollongong,Nueva Gales del Sur,Australia,Oceanía,Asia-Pacífico,TEC-CO-3587,Tecnología,Copiadoras,"Brother Copy Machine, Color",1641.09,7,0.1,473.91,261.52,Alto
MX-2012-FM1429065-41216,41216,41220,Clase estándar,FM-1429065,Frank Merwin,Oficina en casa,,Spanish Town,Santa Caterina,Jamaica,Caribe,LATAM,FUR-BO-4849,Mobiliario,Librerías,"Ikea Classic Bookcase, Mobile",1380.9,5,0,303.7,261.262,Alto
IN-2012-DP1316558-41173,41173,41178,Segunda clase,DP-1316558,David Philippe,Consumidor,,Thane,Maharashtra,India,Asia Meridional,Asia-Pacífico,TEC-PH-5839,Tecnología,Teléfonos,"Samsung Smart Phone, Cordless",1917,3,0,690.12,261.08,Alto
IN-2014-CK1259592-41929,41929,41931,Segunda clase,CK-1259592,Clytie Kelty,Consumidor,,Taupo,Waikato,Nueva Zelanda,Oceanía,Asia-Pacífico,FUR-BO-4851,Mobiliario,Librerías,"Ikea Classic Bookcase, Traditional",823.5,2,0,172.92,260.6,Crítica
CA-2014-AH10120140-41992,41992,41995,Urgente,AH-101201404,Adrian Hane,Oficina en casa,97301,Salem,Oregón,Estados Unidos,Oeste de EE. UU.,USCA,TEC-AC-6078,Tecnología,Accesorios,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,112.78,3,0.2,-8.46,2.56,Medio
IN-2014-GM1444027-41795,41795,41799,Clase estándar,GM-1444027,Gary McGarr,Consumidor,,Fengcheng,Liaoning,China,Asia Oriental,Asia-Pacífico,TEC-PH-5842,Tecnología,Teléfonos,"Samsung Smart Phone, with Caller ID",3180.75,5,0,1081.35,260.29,Medio
ES-2014-CM1183045-41773,41773,41775,Segunda clase,CM-1183045,Cari MacIntyre,Empresarial,,Vernon,Normandía,Francia,Europa Occidental,Europa,TEC-MA-5502,Tecnología,Máquinas,"Okidata Inkjet, White",2910.19,11,0.15,-68.72,259.97,Alto
CA-2014-AH10120140-41992,41992,41995,Urgente,AH-101201404,Adrian Hane,Oficina en casa,97301,Salem,Oregón,Estados Unidos,Oeste de EE. UU.,USCA,OFF-LA-3327,Material de oficina,Etiquetas,Avery White Multi-Purpose Labels,15.94,4,0.2,5.18,2.36,Medio
CA-2015-AH10120140-42188,42188,42191,Urgente,AH-101201402,Adrian Hane,Oficina en casa,77036,Houston,Texas,Estados Unidos,Centro de EE. UU.,USCA,OFF-BI-6393,Material de oficina,Archivadores,Wilson Jones Four-Pocket Poly Binders,5.23,4,0.8,-8.11,1.74,Medio
IN-2014-MM1726027-41933,41933,41936,Segunda clase,MM-1726027,Magdelene Morse,Consumidor,,Tianjin,Tianjin,China,Asia Oriental,Asia-Pacífico,TEC-PH-3787,Tecnología,Teléfonos,"Cisco Audio Dock, with Caller ID",910.35,5,0,391.35,259.57,Crítica
ES-2015-ME17320139-42227,42227,42230,Urgente,ME-17320139,Maria Etezadi,Oficina en casa,,Stoke-on-Trent,Inglaterra,Reino Unido,Europa Septentrional,Europa,FUR-TA-5055,Mobiliario,Mesas,"Lesro Computer Table, Fully Assembled",856.68,2,0,274.08,259.34,Crítica
MX-2014-CS1249082-41763,41763,41767,Clase estándar,CS-1249082,Cindy Schnelling,Empresarial,,Chihuahua,Chihuahua,México,Centroamérica,LATAM,FUR-CH-5776,Mobiliario,Sillas,"SAFCO Executive Leather Armchair, Set of Two",1731.07,7,0.2,-238.03,259.249,Alto
IT-2014-GH14410120-41835,41835,41835,Mismo día,GH-14410120,Gary Hansen,Oficina en casa,,Elx,Valenciana,España,Europa Meridional,Europa,TEC-PH-5359,Tecnología,Teléfonos,"Nokia Speaker Phone, VoIP",1330.99,12,0.1,-103.61,259.12,Crítica
CA-2014-AH10120140-41992,41992,41995,Urgente,AH-101201404,Adrian Hane,Oficina en casa,97301,Salem,Oregón,Estados Unidos,Oeste de EE. UU.,USCA,OFF-PA-3507,Material de oficina,Papel,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",11.65,2,0.2,3.79,1.52,Medio
MX-2015-MC1763536-42340,42340,42344,Segunda clase,MC-1763536,Matthew Clasen,Empresarial,,Santa Cruz de Barahona,Barahona,República Dominicana,Caribe,LATAM,TEC-AC-5894,Tecnología,Accesorios,"SanDisk Router, Bluetooth",1914.08,14,0.2,669.76,258.96,Medio
MX-2015-VT2170018-42012,42012,42017,Clase estándar,VT-2170018,Valerie Takahito,Oficina en casa,,Brasília,Distrito Federal,Brasil,Sudamérica,LATAM,TEC-PH-3148,Tecnología,Teléfonos,"Apple Smart Phone, Full Size",3393.12,8,0,101.76,258.835,Medio
CA-2014-AH10120140-41821,41821,41824,Segunda clase,AH-101201402,Adrian Hane,Oficina en casa,60505,Aurora,Illinois,Estados Unidos,Centro de EE. UU.,USCA,TEC-AC-4945,Tecnología,Accesorios,Kingston Digital DataTraveler 16GB USB 2.0,50.12,7,0.2,-0.63,1.34,Medio
IN-2015-SJ2021527-42182,42182,42182,Mismo día,SJ-2021527,Sarah Jordon,Consumidor,,Lanzhou,Gansu,China,Asia Oriental,Asia-Pacífico,TEC-CO-4789,Tecnología,Copiadoras,"HP Wireless Fax, Color",1446.6,4,0,665.4,258.02,Alto
IN-2012-CD1192027-40979,40979,40984,Clase estándar,CD-1192027,Carlos Daly,Consumidor,,Shanghái,Shanghái,China,Asia Oriental,Asia-Pacífico,FUR-CH-5442,Mobiliario,Sillas,"Office Star Executive Leather Armchair, Black",3272.01,7,0,1537.83,257.63,Medio
ID-2014-TA21385102-41654,41654,41660,Clase estándar,TA-21385102,Tom Ashbrook,Oficina en casa,,Manila,Capital Nacional,Filipinas,Asia Sudoriental,Asia-Pacífico,OFF-AP-4744,Material de oficina,Artefactos,"Hoover Stove, Silver",3386.86,7,0.15,-597.68,257.24,Bajo
IN-2013-DP131057-41514,41514,41519,Segunda clase,DP-131057,Dave Poirier,Empresarial,,Alice Springs,Territorio del Norte,Australia,Oceanía,Asia-Pacífico,OFF-AP-4959,Material de oficina,Artefactos,"KitchenAid Microwave, White",2498.53,9,0.1,499.45,257.16,Medio
ES-2012-DJ88887148-41231,41231,41233,Segunda clase,DJ-88887148,Denny Joy,Empresarial,,Athens,Attica,Grecia,Europa Meridional,Europa,TEC-PH-5248,Tecnología,Teléfonos,"Motorola Audio Dock, VoIP",728.53,7,0.4,-133.73,257.16,Crítica
QA-2015-LM7065105-42362,42362,42366,Clase estándar,LM-7065105,Liz MacKendrick,Consumidor,,Doha,Doha,Qatar,Asia Occidental,Asia-Pacífico,TEC-PH-5268,Tecnología,Teléfonos,"Motorola Smart Phone, Full Size",2575.92,4,0,772.68,256.87,Alto
ES-2013-AR1051064-41441,41441,41445,Clase estándar,AR-1051064,Andrew Roberts,Consumidor,,Velletri,Lacio,Italia,Europa Meridional,Europa,FUR-BO-3639,Mobiliario,Librerías,"Bush Library with Doors, Metal",2546.46,7,0,381.78,256.7,Alto
IN-2014-JH1591066-41831,41831,41835,Clase estándar,JH-1591066,Jonathan Howell,Consumidor,,Matsubara,Oita,Japón,Asia Oriental,Asia-Pacífico,FUR-BO-3627,Mobiliario,Librerías,"Bush Classic Bookcase, Traditional",2888.76,7,0,173.25,256.64,Medio
IN-2013-PC1900078-41416,41416,41419,Segunda clase,PC-1900078,Pauline Chand,Oficina en casa,,Kuantan,Pahang,Malasia,Asia Sudoriental,Asia-Pacífico,TEC-AC-5896,Tecnología,Accesorios,"SanDisk Router, Programmable",1031.4,4,0,185.64,256.26,Alto
ES-2015-CM12235139-42221,42221,42225,Clase estándar,CM-12235139,Chris McAfee,Consumidor,,Gloucester,Inglaterra,Reino Unido,Europa Septentrional,Europa,TEC-PH-3800,Tecnología,Teléfonos,"Cisco Signal Booster, Cordless",1237.44,8,0,74.16,255.92,Alto
CG-2015-DK337533-42228,42228,42231,Segunda clase,DK-337533,Dennis Kane,Consumidor,,Kinshasa,Kinshasa,República Democrática del Congo,África Central,África,TEC-MA-6149,Tecnología,Máquinas,"StarTech Printer, White",1018.32,4,0,183.24,255.69,Crítica
ES-2013-NM18520120-41634,41634,41636,Segunda clase,NM-18520120,Neoma Murray,Consumidor,,Vigo,Galicia,España,Europa Meridional,Europa,OFF-SU-3001,Material de oficina,Material,"Acme Trimmer, Easy Grip",600.6,13,0,131.82,255.57,Crítica
ES-2014-EG1390045-41644,41644,41649,Clase estándar,EG-1390045,Emily Grady,Consumidor,,Puteaux,Isla de Francia,Francia,Europa Occidental,Europa,FUR-BO-5760,Mobiliario,Librerías,"Safco Classic Bookcase, Metal",2756.94,7,0.1,1163.88,255.56,Medio
ID-2015-AH100757-42367,42367,42369,Urgente,AH-100757,Adam Hart,Empresarial,,Geelong,Victoria,Australia,Oceanía,Asia-Pacífico,OFF-AP-4743,Material de oficina,Artefactos,"Hoover Stove, Red",1534.87,3,0.1,-102.41,255.42,Medio
IN-2014-AS1063092-41989,41989,41993,Clase estándar,AS-1063092,Ann Steele,Oficina en casa,,Whakatane,Bay of Plenty,Nueva Zelanda,Oceanía,Asia-Pacífico,TEC-PH-5268,Tecnología,Teléfonos,"Motorola Smart Phone, Full Size",6439.8,10,0,2447.1,255.36,Medio
IN-2014-DK1289559-41697,41697,41702,Clase estándar,DK-1289559,Dana Kaydos,Consumidor,,Yakarta,Yakarta,Indonesia,Asia Sudoriental,Asia-Pacífico,TEC-CO-5991,Tecnología,Copiadoras,"Sharp Copy Machine, High-Speed",1781.14,8,0.07,-134.06,255.36,Alto
US-2013-CL1189018-41459,41459,41459,Mismo día,CL-1189018,Carl Ludwig,Consumidor,,Açu,Río Grande del Norte,Brasil,Sudamérica,LATAM,TEC-PH-5839,Tecnología,Teléfonos,"Samsung Smart Phone, Cordless",1363.2,8,0.6,-1806.24,255.173,Crítica
ES-2013-CA12265139-41506,41506,41510,Clase estándar,CA-12265139,Christina Anderson,Consumidor,,Colchester,Inglaterra,Reino Unido,Europa Septentrional,Europa,FUR-CH-4531,Mobiliario,Sillas,"Harbour Creations Executive Leather Armchair, Black",3315.27,7,0,961.38,254.92,Alto
CA-2015-AH10120140-42309,42309,42313,Clase estándar,AH-101201402,Adrian Hane,Oficina en casa,75217,Dallas,Texas,Estados Unidos,Centro de EE. UU.,USCA,OFF-AR-5331,Material de oficina,Arte,Newell 350,5.25,2,0.2,0.59,1.26,Medio
ES-2013-DB1297045-41458,41458,41462,Clase estándar,DB-1297045,Darren Budd,Empresarial,,Montpellier,Languedoc-Rosellón-Mediodía-Pirineos,Francia,Europa Occidental,Europa,TEC-MA-5546,Tecnología,Máquinas,"Panasonic Inkjet, Durable",2123.03,8,0.15,124.79,254.54,Alto
ES-2015-PC1900048-42337,42337,42342,Clase estándar,PC-1900048,Pauline Chand,Oficina en casa,,Wetzlar,Hesse,Alemania,Europa Occidental,Europa,TEC-CO-6011,Tecnología,Copiadoras,"Sharp Wireless Fax, High-Speed",2478.84,7,0,272.58,254.47,Medio
IN-2012-VS218207-41006,41006,41011,Clase estándar,VS-218207,Vivek Sundaresam,Consumidor,,Perth,Australia Occidental,Australia,Oceanía,Asia-Pacífico,OFF-AP-4736,Material de oficina,Artefactos,"Hoover Refrigerator, Red",1894.54,4,0.1,505.18,254.37,Alto
CA-2015-AS10135140-42328,42328,42331,Urgente,AS-101351406,Adrian Shami,Oficina en casa,10035,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-BI-3307,Material de oficina,Archivadores,Avery Printable Repositionable Plastic Tabs,41.28,6,0.2,13.93,7.14,Medio
CA-2013-AS13523-41403,41403,41407,Clase estándar,AS-13523,Adrian Shami,Oficina en casa,,Edmonton,Alberta,Canadá,Canadá,USCA,OFF-ST-5695,Material de oficina,Almacenamiento,"Rogers Folders, Industrial",187.02,6,0,26.1,6.96,Medio
IN-2013-JR1567027-41597,41597,41601,Clase estándar,JR-1567027,Jim Radford,Consumidor,,Shashi,Hubei,China,Asia Oriental,Asia-Pacífico,TEC-CO-3678,Tecnología,Copiadoras,"Canon Copy Machine, Color",1317.9,5,0,0,253.95,Alto
ES-2015-NF1847548-42248,42248,42248,Mismo día,NF-1847548,Neil Französisch,Oficina en casa,,Moers,Renania del Norte-Westfalia,Alemania,Europa Occidental,Europa,TEC-CO-4574,Tecnología,Copiadoras,"Hewlett Fax and Copier, Laser",1350.09,7,0,256.41,253.73,Crítica
IN-2014-MF1766527-41947,41947,41951,Segunda clase,MF-1766527,Maureen Fritzler,Empresarial,,Chaoyang,Jilin,China,Asia Oriental,Asia-Pacífico,TEC-MA-4205,Tecnología,Máquinas,"Epson Printer, Durable",1839.18,7,0,238.98,253.5,Alto
CA-2015-AS10135140-42328,42328,42331,Urgente,AS-101351406,Adrian Shami,Oficina en casa,10035,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-PA-6448,Material de oficina,Papel,Xerox 1898,13.36,2,0,6.41,2.31,Medio
ES-2014-EB13930139-41962,41962,41967,Clase estándar,EB-13930139,Eric Barreto,Consumidor,,Rugby,Inglaterra,Reino Unido,Europa Septentrional,Europa,TEC-PH-5355,Tecnología,Teléfonos,"Nokia Smart Phone, Full Size",1908.18,3,0,820.44,253.26,Alto
MX-2015-EB1397518-42369,42369,42372,Segunda clase,EB-1397518,Erica Bern,Empresarial,,São Paulo,São Paulo,Brasil,Sudamérica,LATAM,TEC-CO-3707,Tecnología,Copiadoras,"Canon Wireless Fax, Color",1264.47,5,0.002,301.47,253.254,Alto
CA-2014-AS10135140-41957,41957,41963,Clase estándar,AS-101351404,Adrian Shami,Oficina en casa,98002,Auburn,Washington,Estados Unidos,Oeste de EE. UU.,USCA,FUR-FU-4070,Mobiliario,Mobiliario,"Eldon Image Series Desk Accessories, Burgundy",4.18,1,0,1.5,1.18,Medio
ES-2013-JH1582048-41306,41306,41309,Urgente,JH-1582048,John Huston,Consumidor,,Hamburgo,Hamburgo,Alemania,Europa Occidental,Europa,TEC-PH-5836,Tecnología,Teléfonos,"Samsung Signal Booster, Full Size",965.16,7,0,463.26,253.09,Alto
IT-2014-MV1748545-41717,41717,41717,Mismo día,MV-1748545,Mark Van Huff,Consumidor,,Saint-Chamond,Auvernia-Ródano-Alpes,Francia,Europa Occidental,Europa,OFF-ST-4267,Material de oficina,Almacenamiento,"Fellowes Lockers, Industrial",748.12,4,0.1,282.52,253.03,Crítica
ES-2013-JW1595545-41354,41354,41356,Segunda clase,JW-1595545,Joni Wasserman,Consumidor,,Fontenay-aux-Roses,Isla de Francia,Francia,Europa Occidental,Europa,FUR-BO-5953,Mobiliario,Librerías,"Sauder Corner Shelving, Mobile",943.87,7,0.1,209.71,252.9,Crítica
IN-2015-LA1678027-42148,42148,42153,Segunda clase,LA-1678027,Laura Armstrong,Empresarial,,Baotou,Mongolia Interior,China,Asia Oriental,Asia-Pacífico,FUR-BO-3901,Mobiliario,Librerías,"Dania Library with Doors, Metal",1447.44,4,0,43.32,252.36,Medio
ES-2014-FM1421564-41804,41804,41806,Urgente,FM-1421564,Filia McAdams,Empresarial,,Prato,Toscana,Italia,Europa Meridional,Europa,TEC-AC-3402,Tecnología,Accesorios,"Belkin Router, Bluetooth",1552.5,6,0,62.1,252.17,Medio
CA-2012-AB10150140-40972,40972,40975,Segunda clase,AB-101501406,Aimee Bixby,Consumidor,10701,Yonkers,Nueva York,Estados Unidos,Este de EE. UU.,USCA,TEC-AC-5140,Tecnología,Accesorios,Logitech Wireless Gaming Headset G930,479.97,3,0,177.59,55.01,Medio
CA-2012-AB10150140-40972,40972,40975,Segunda clase,AB-101501406,Aimee Bixby,Consumidor,10701,Yonkers,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-PA-6441,Material de oficina,Papel,Xerox 1891,97.82,2,0,45.98,10.13,Medio
CA-2012-AB10150140-40972,40972,40975,Segunda clase,AB-101501406,Aimee Bixby,Consumidor,10701,Yonkers,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-AR-5325,Material de oficina,Arte,Newell 345,59.52,3,0,15.48,8.02,Medio
MX-2014-MC1757518-41982,41982,41984,Segunda clase,MC-1757518,Matt Collins,Consumidor,,Joinville,Santa Catarina,Brasil,Sudamérica,LATAM,FUR-CH-4654,Mobiliario,Sillas,"Hon Executive Leather Armchair, Adjustable",919.26,3,0,266.58,251.57,Crítica
MX-2014-MC1763582-41921,41921,41926,Clase estándar,MC-1763582,Matthew Clasen,Empresarial,,Mexico City,Distrito Federal,México,Centroamérica,LATAM,TEC-PH-3806,Tecnología,Teléfonos,"Cisco Smart Phone, Full Size",3045.84,7,0,1035.58,251.052,Alto
IN-2014-CR126257-41928,41928,41930,Urgente,CR-126257,Corey Roper,Oficina en casa,,Canberra,Territorio de la Capital Australiana,Australia,Oceanía,Asia-Pacífico,TEC-PH-3149,Tecnología,Teléfonos,"Apple Smart Phone, with Caller ID",766.87,2,0.4,114.97,250.36,Alto
MO-2012-JF541586-41266,41266,41270,Segunda clase,JF-541586,Jennifer Ferguson,Consumidor,,Casablanca,Gran Casablanca,Marruecos,África Septentrional,África,FUR-TA-3342,Mobiliario,Mesas,"Barricks Computer Table, with Bottom Storage",2880.18,6,0,115.2,250.06,Medio
MX-2014-AH1021018-41745,41745,41748,Urgente,AH-1021018,Alan Hwang,Consumidor,,Colombo,Paraná,Brasil,Sudamérica,LATAM,OFF-AP-4736,Material de oficina,Artefactos,"Hoover Refrigerator, Red",1403.36,4,0,449.04,250.029,Alto
US-2012-LH1675036-41129,41129,41129,Mismo día,LH-1675036,Larry Hughes,Consumidor,,Santo Domingo,Santo Domingo,República Dominicana,Caribe,LATAM,OFF-AP-4743,Material de oficina,Artefactos,"Hoover Stove, Red",1819.1,6,0.2,500.18,249.639,Alto
CA-2012-AB10150140-40972,40972,40975,Segunda clase,AB-101501406,Aimee Bixby,Consumidor,10701,Yonkers,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-BI-4378,Material de oficina,Archivadores,GBC Wire Binding Combs,49.63,6,0.2,16.75,7.52,Medio
IN-2012-PO1919527-41200,41200,41205,Clase estándar,PO-1919527,Phillina Ober,Oficina en casa,,Jining,Shandong,China,Asia Oriental,Asia-Pacífico,FUR-TA-3413,Mobiliario,Mesas,"Bevis Coffee Table, Adjustable Height",2018.33,9,0.3,-576.91,248.91,Alto
IN-2012-MG1820558-40962,40962,40965,Urgente,MG-1820558,Mitch Gastineau,Empresarial,,Thane,Maharashtra,India,Asia Meridional,Asia-Pacífico,FUR-BO-4850,Mobiliario,Librerías,"Ikea Classic Bookcase, Pine",2065.5,5,0,41.25,248.81,Alto
IN-2012-BM1178527-40977,40977,40979,Urgente,BM-1178527,Bryan Mills,Consumidor,,Zhenjiang,Jiangsu,China,Asia Oriental,Asia-Pacífico,TEC-CO-3598,Tecnología,Copiadoras,"Brother Fax Machine, Laser",1274.16,4,0,382.2,248.59,Crítica
IN-2015-KD1634558-42029,42029,42033,Clase estándar,KD-1634558,Katherine Ducich,Consumidor,,Surat,Guyarat,India,Asia Meridional,Asia-Pacífico,FUR-BO-4849,Mobiliario,Librerías,"Ikea Classic Bookcase, Mobile",2485.62,6,0,795.24,248.41,Medio
IT-2015-TS21610139-42173,42173,42173,Mismo día,TS-21610139,Troy Staebel,Consumidor,,York,Inglaterra,Reino Unido,Europa Septentrional,Europa,OFF-AP-3576,Material de oficina,Artefactos,"Breville Refrigerator, Silver",1560.24,3,0,421.2,247.99,Alto
IN-2012-AR1051027-41266,41266,41272,Clase estándar,AR-1051027,Andrew Roberts,Consumidor,,Jining,Mongolia Interior,China,Asia Oriental,Asia-Pacífico,TEC-PH-3807,Tecnología,Teléfonos,"Cisco Smart Phone, with Caller ID",3271.2,5,0,1341.15,247.7,Medio
US-2014-PG1889582-41647,41647,41650,Segunda clase,PG-1889582,Paul Gonzalez,Consumidor,,Mérida,Yucatán,México,Centroamérica,LATAM,FUR-CH-5443,Mobiliario,Sillas,"Office Star Executive Leather Armchair, Red",751.49,3,0.2,-112.75,246.726,Crítica
